Symbol,Name,Inception,Structure,Tracks This Index,Index Description,Category,Provider,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,Asset Class,Asset Class Size,Asset Class Style,Region,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Health Care,Industrials,Real Estate,Technology,Utilities,Leveraged,Inverse,Top Holdings,Chart,,,,,,,,,,,,,
BKLN,Senior Loan Portfolio,2011-03-03,ETF,S&P/LSTA U.S. Leveraged Loan 100 Index,"The index is designed to track the market-weighted performance of the largest institutional leveraged loans based on market weightings, spreads and interest payments.",High Yield Bonds,Invesco PowerShares,0.66%,$0.08,4.41%,"$6,400.80 ",258.2," 	2,513,894 ", 	0.14 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BLND,DJ-UBS Commodity Index 2-4-6 Blended Futures ETN,2012-04-26,ETN,Dow Jones-UBS Commodity Index 2-4-6 Forward Blend Total Return,The index provides diversified exposure across multiple commodity futures maturities. The Index seeks to limit concentration at any one point on the commodity futures price curves.,Commodities,UBS,0.70%,,,$9.40 ,0.4," 	9,097 ", 	(1.30),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BLNG,Pure Beta Precious Metals ETN,2011-04-21,ETN,Barclays Capital Commodity Index Precious Metals Pure Beta TR,"The index is comprised of a basket of exchange traded futures contracts, and uses an allocation methodology designed to mitigate the effects of certain distortions in the commodity markets on such returns. Unlike many commodity indices which roll their exposure to the corresponding futures contract on a monthly basis in accordance with a pre-determined roll schedule, the Index may roll into one of a number of futures contracts with varying expiration dates, as selected using the Barclays Capital Pure Beta Series 2 Methodology.",Precious Metals,Barclays iPath,0.75%,,,$1.80 ,0.1, 	579 , 	(5.71),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BLV,Long-Term Bond ETF,2007-04-03,ETF,Barclays U.S. Long Government/Credit Float Adjusted Index,"The Barclays Capital Long Government/Credit Index measures the investment return of all medium and larger public issues of U.S. Treasury, agency, investment-grade corporate, and investment-grade international dollar-denominated bonds with maturities longer than 10 years. The average maturity is approximately 20 years.",Total Bond Market,Vanguard,0.11%,$0.32,4.45%,$489.80 ,6," 	74,691 ", 	(0.97),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BND,Total Bond Market ETF,2007-04-03,ETF,Barclays Capital U.S. Aggregate Bond Index,The index measures the performance of the U.S. investment grade bond market.,Total Bond Market,Vanguard,0.10%,$0.18,2.49%,"$17,845.70 ",223.3," 	1,386,830 ", 	(0.36),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BNDX,Total International Bond ETF,2013-06-04,,Barclays Global Aggregate ex-USD Float-Adjusted Index (Hedged),"The index is designed to measure the universe of global non-U.S. dollar-denominated government, government agency, corporate, and securitized investment-grade fixed-income investments",Total Bond Market,Vanguard,0.20%,$0.05,0.72%,$810.10 ,16.4," 	125,958 ", 	(0.19),Bond,,,Global ex-U.S.,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BNO,United States Brent Oil Fund,2010-06-02,Commodity Pool,Brent Oil,This objective of this ETF is for the daily changes in percentage terms of its units' net asset value to reflect the daily changes in percentage terms of the spot price of Brent crude oil as measured by the changes in the price of the futures contract on Brent crude oil as traded on the ICE Futures Exchange.,Oil &amp; Gas,US Commodity Funds,0.94%,,,$28.80 ,0.7," 	52,041 ", 	1.52 ,Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BOIL,Ultra DJ-UBS Natural Gas,2011-10-06,Commodity Pool,Dow Jones-UBS Natural Gas Subindex (200%),"The index includes the contract in the Dow Jones-UBS Commodity Index Total Return that relates to a single commodity, natural gas (currently the Henry Hub Natural Gas futures contract traded on the NYMEX).",Leveraged Commodities,ProShares,0.95%,,,$67.40 ,1.6," 	236,070 ", 	5.12 ,Commodity,,,,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
BOND,Total Return Exchange-Traded Fund,2012-03-01,ETF,,This ETF is not linked to a specific benchmark.,Total Bond Market,PIMCO,0.55%,$0.19,2.44%,"$3,529.50 ",33.7," 	357,161 ", 	(0.38),Bond,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BRAF,Brazil Financials ETF,2010-07-29,ETF,Solactive Brazil Financials Index,The Solactive Brazil Financials Index is designed to reflect the performance of the financial sector in Brazil. It is comprised of securities of companies which have their main business operations in the financial sector and are domiciled or have their main business operations in Brazil.,Financials Equities,Global X,0.77%,$0.50,4.83%,$2.10 ,0.2," 	2,856 ", 	(2.56),Equity,,,Latin America,0.00%,0.00%,8.38%,0.00%,0.00%,56.88%,0.00%,0.00%,23.91%,5.72%,0.00%,,,click,click,,,,,,,,,,,,,
BRF,Market Vectors Brazil Small-Cap ETF,2009-05-12,ETF,Market Vectors Brazil Small-Cap Index,The Index provides exposure to publicly traded small capitalization companies that are domiciled and primarily listed on an exchange in Brazil or that generate at least 50% of their revenues in Brazil.,Latin America Equities,Van Eck,0.59%,$0.53,1.79%,$196.60 ,6.7," 	92,988 ", 	(2.08),Equity,Small-Cap,,Latin America,5.11%,3.01%,21.34%,17.11%,2.10%,7.24%,9.71%,9.90%,15.76%,0.12%,8.46%,,,click,click,,,,,,,,,,,,,
BRZU,Direxion Daily Brazil Bull 3x Shares,2013-04-10,ETF,MSCI Brazil 25/50 Index,"The index is designed to measure broad based equity market performance in Brazil. A capping methodology is applied that limits the weight of any single component to a maximum of 25% of the MSCI Brazil 25/50 Index. Additionally, the sum of the components that individually constitute more than 5% of the weight of the MSCI Brazil 25/50 Index cannot exceed a maximum of 50% of the weight of the MSCI Brazil 25/50 index in the aggregate. The index consists of stocks traded primarily on the stock exchanges in Brazil.",Latin America Equities,Direxion,1.08%,$0.04,0.19%,$5.10 ,0.3," 	15,030 ", 	(6.95),Equity,Large-Cap,,Latin America,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
BSV,Short-Term Bond ETF,2007-04-03,ETF,,"This index includes all medium and larger issues of U.S. government, investment-grade corporate, and investment-grade international dollar-denominated bonds that have maturities of between 1 and 5 years and are publicly issued.",Total Bond Market,Vanguard,0.11%,$0.07,1.16%,"$13,920.60 ",174.3," 	951,534 ", 	(0.15),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BTAL,U.S. Market Neutral Anti-Beta Fund,2011-09-13,ETF,Dow Jones U.S. Thematic Market Neutral Anti-Beta Total Return Index,"The index is equal weighted, dollar neutral and sector neutral. The index rebalances monthly by identifying the lowest beta stocks as long positions and highest beta stocks as short positions, of approximately equal dollar amounts, within each sector.",Long-Short,QuantShares,0.81%,$0.00,0.01%,$2.90 ,0.2," 	18,890 ", 	(1.43),Alternatives,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BWV,CBOE S&P 500 BuyWrite Index ETN,2007-05-22,ETN,CBOE S&P 500 BuyWrite Index,"The index is designed to measure the total rate of return of a hypothetical &quot;buy-write&quot;, or &quot;covered call&quot;, strategy on the S&amp;P 500 Index. This strategy consists of a hypothetical portfolio consisting of a &quot;long&quot; position indexed to the S&amp;P 500 Index (i.e. purchasing the common stocks included in the S&amp;P 500 Index) and the sale of a succession of one-month, at- or slightly out-of-the-money S&amp;P 500 Index call options that are listed on the Chicago Board Options Exchange.",Long-Short,Barclays iPath,0.75%,,,$10.00 ,0.2," 	2,254 ", 	2.13 ,Alternatives,Large-Cap,Blend,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BWX,SPDR Barclays Intl Treasury Bond,2007-10-02,ETF,Barclays Capital Global Treasury Ex-US Capped Index,"The Barclays Capital Global Treasury Ex-US Capped Index includes government bonds issued by investment-grade countries outside the United States, in local currencies, that have a remaining maturity of one year or more and are rated investment grade.",International Government Bonds,State Street SPDR,0.50%,$0.10,1.95%,"$2,030.80 ",35.3," 	219,545 ", 	(0.59),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BWZ,SPDR Barclays Capital Short Term International Treasury Bond ETF,2009-01-15,ETF,Barclays Capital 1-3 Year Global Treasury ex-US Capped Index,The Barclays Capital 1-3 Year Global Treasury ex-US Capped Index measures the performance of fixed-rate local currency sovereign debt of investment grade countries outside the United States that have remaining maturities of one to three years.,International Government Bonds,State Street SPDR,0.50%,$0.00,0.01%,$239.30 ,6.7," 	35,583 ", 	(0.52),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
BZQ,UltraShort MSCI Brazil,2009-06-16,ETF,MSCI Brazil Index (-200%),"ProShares Ultrashort MSCI Brazil seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the MSCI Brazil Index.",Leveraged Equities,ProShares,0.95%,,,$18.00 ,0.2," 	12,328 ", 	4.62 ,Equity,,,Latin America,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
CANE,Sugar Fund,2011-09-19,Commodity Pool,Sugar Futures,The index consists of futures contracts linked to the commodity of sugar.,Agricultural Commodities,Teucrium,2.32%,,,$2.50 ,0.2," 	1,411 ", 	(1.38),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CAPE,The Barclays ETN + Shiller CAPE ETN,2012-10-12,ETN,,This ETF is not linked to a specific benchmark.,Large Cap Blend Equities,Barclays iPath,0.45%,,,$16.10 ,0.2," 	1,561 ", 	0.95 ,Equity,Large-Cap,Blend,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CARZ,NASDAQ Global Auto Index Fund,2011-05-10,ETF,NASDAQ OMX Global Auto Index,The index is a modified market-capitalization weighted index designed to track the performance of the largest and most liquid companies engaged in manufacturing of automobiles.,Consumer Discretionary Equities,First Trust,0.70%,$0.07,0.74%,$52.90 ,1.4," 	23,322 ", 	1.29 ,Equity,,,Global,0.00%,0.00%,99.79%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
CBND,SPDR Barclays Capital Issuer Scored Corporate Bond ETF,2011-04-07,ETF,Barclays Capital Issuer Scored Corporate Index,"The index is designed to measure the performance of the U.S. corporate bond market. The Index includes publicly issued U.S. dollar denominated corporate issues that are rated investment grade (Baa3/BBB- or higher) by at least two of Moody's Investors Service, Inc., Fitch Inc., or Standard &amp; Poor's, Inc., and have $250 million or more of par amount outstanding.",Corporate Bonds,State Street SPDR,0.16%,$0.09,3.55%,$27.90 ,0.9," 	3,843 ", 	(0.72),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CEMB,Emerging Markets Corporate Bond Fund,2012-04-19,ETF,Morningstar Emerging Markets Corporate Bond Index,"The Underlying Index includes bonds issued by corporations and quasi-sovereign corporations (more than 50% government ownership) based in Latin American, Eastern European, Middle Eastern/African, and Asian (excluding Japan) countries which meet certain criteria. All securities included in the Underlying Index must be U.S. dollar-denominated fixed rate bonds with a remaining maturity of 13 months or more at the time of rebalancing and a minimum of 36 months to maturity or greater at time of issuance.",Emerging Markets Bonds,iShares,0.60%,$0.16,3.49%,$29.70 ,0.6," 	6,221 ", 	(1.27),Bond,,,Emerging Markets,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CEW,Dreyfus Emerging Currency Fund,2009-05-06,ETF,,This ETF is not linked to a specific benchmark.,Currency,WisdomTree,0.55%,$1.05,4.99%,$170.30 ,8.5," 	43,728 ", 	(0.96),Currency,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CGW,S&P Global Water Index ETF,2007-05-14,ETF,S&P Global Water Index,"The S&amp;P Global Water Index is comprised of approximately 50 securities selected based on the relative importance of the global water industry within the company's business model from a universe of companies listed on global developed market exchanges. The Index is designed to have a balanced representation from different segments of the water industry consisting of the following two clusters: 25 water utilities and infrastructure companies (water supply, water utilities, waste water treatment, water, sewer and pipeline construction, water purification, water well drilling, and water testing) and 25 water equipment and materials companies (water treatment chemicals, water treatment appliances, pumps and pumping equipment, fluid power pumps and motors, plumbing equipment, totalizing fluid meters and counting devices)",Water Equities,Guggenheim,0.65%,$0.45,1.64%,$311.00 ,11.3," 	43,308 ", 	1.18 ,Equity,,,Global,11.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,54.78%,0.00%,1.41%,32.38%,,,click,click,,,,,,,,,,,,,
CHIE,China Energy ETF,2009-12-15,ETF,Solactive China Energy Index,This index is designed to reflect the performance of the energy sector in China. It is comprised of selected companies which have their main business operations in the energy sector and are domiciled in China or have their main business operations in this country.,Energy Equities,Global X,0.65%,$0.25,1.68%,$4.50 ,0.3," 	7,940 ", 	2.03 ,Equity,Large-Cap,,Emerging Asia Pacific,12.50%,0.00%,0.00%,0.00%,39.99%,0.00%,0.00%,4.83%,0.00%,1.78%,39.99%,,,click,click,,,,,,,,,,,,,
CHII,China Industrials ETF,2009-11-30,ETF,Solactive China Industrials Index,This index is designed to reflect the performance of the industrial sector in China. It is comprised of selected companies which have their main business operations in the industrial sector and are domiciled in China or have their main business operations in this country.,Industrials Equities,Global X,0.65%,$0.16,1.32%,$4.30 ,0.4," 	7,487 ", 	2.26 ,Equity,Large-Cap,Blend,Emerging Asia Pacific,18.50%,0.00%,7.55%,0.00%,0.00%,0.00%,0.00%,66.24%,0.00%,5.69%,1.49%,,,click,click,,,,,,,,,,,,,
CHIM,China Materials ETF,2010-01-12,ETF,Solactive China Materials Index,This index is designed to reflect the performance of the materials sector in China. It is comprised of selected companies which have their main business operations in the materials sector and are domiciled in China or have their main business operations in this country.,Materials,Global X,0.65%,$0.14,0.90%,$2.20 ,0.1," 	4,661 ", 	(2.19),Equity,Large-Cap,Blend,Emerging Asia Pacific,86.84%,0.00%,0.00%,0.00%,4.32%,0.00%,0.00%,0.00%,0.00%,8.19%,0.00%,,,click,click,,,,,,,,,,,,,
CHIQ,China Consumer ETF,2009-11-30,ETF,Solactive China Consumer Index,This index is designed to reflect the performance of theconsumer sector in China. It is comprised of selected companies which have theirmain business operations in the consumer sector and are domiciled in China or havetheir main business operations in this country.,Consumer Discretionary Equities,Global X,0.65%,$0.17,1.07%,$208.00 ,13.3," 	116,195 ", 	(1.93),Equity,Large-Cap,Blend,Emerging Asia Pacific,0.00%,0.00%,51.16%,33.15%,0.00%,0.00%,7.27%,6.10%,0.00%,1.75%,0.00%,,,click,click,,,,,,,,,,,,,
CHIX,China Financials ETF,2009-12-10,ETF,Solactive China Financials Index,This index is designed to reflect the performance of the financials sector in China. It is comprised of selected companies which have their main business operations in the financials sector and are domiciled in China or have their main business operations in this country.,Financials Equities,Global X,0.65%,$0.37,2.82%,$49.00 ,3.7," 	64,934 ", 	2.66 ,Equity,Large-Cap,,Emerging Asia Pacific,0.00%,0.00%,0.00%,0.00%,0.00%,83.07%,0.00%,0.00%,18.27%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
CHLC,Market Vectors Renminbi Bond ETF,2011-10-12,ETF,Market Vectors Renminbi Bond Index,"This benchmark is designed to track the performance of RMB-denominated investment-grade bonds or unrated bonds from issuers whose parent company has an investment grade rating that are available to market participants outside of China. The bonds in the index are issued by Chinese, non-Chinese corporate, government, quasi-government or supranational issuers.",Emerging Markets Bonds,Van Eck,0.39%,$0.13,3.24%,$5.30 ,0.2," 	4,325 ", 	0.58 ,Bond,,,Emerging Asia Pacific,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CHNA,China A-Share Portfolio,2013-10-09,ETF,,This ETF is not linked to a specific benchmark.,China Equities,Invesco PowerShares,0.50%,,,$2.40 ,0.1,, 	(2.26),Equity,Large-Cap,Blend,Emerging Asia Pacific,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CHXF,China Dividend ex-Financials ETF,2012-09-19,ETF,WisdomTree China Dividend ex-Financials Index,"The index is comprised of the 10 highest dividend-yielding companies in each sector except financials, selected from a universe of Chinese companies with at least $1 billion of float-adjusted market capitalization.",China Equities,WisdomTree,0.63%,$0.77,2.76%,$20.90 ,0.4," 	10,066 ", 	2.04 ,Equity,,,Emerging Asia Pacific,18.19%,14.77%,9.29%,10.77%,17.39%,0.00%,1.90%,14.15%,0.00%,7.55%,5.99%,,,click,click,,,,,,,,,,,,,
CMBS,iShares CMBS ETF,2012-02-16,ETF,Barclays Capital U.S. CMBS (ERISA Only) Index,"The index measures the performance of investment-grade commercial mortgage-backed securities, which are classes of securities that represent interests in pools of commercial mortgages. The index includes only CMBS that are Employee Retirement Income Security Act of 1974, which will deem ERISA eligible the certificates with the first priority of principal repayment, as long as certain conditions are met, including the requirement that the certificates be rated in one of the three highest rating categories by Fitch, Inc., Moody’s Investors Services or Standard &amp; Poor’s.",Mortgage Backed Securities,iShares,0.25%,$0.08,2.01%,$88.80 ,1.8," 	13,917 ", 	(0.63),Bond,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CMF,iShares California AMT-Free Muni Bond ETF,2007-10-04,ETF,S&P California AMT-Free Municipal Bond Index,The index measures the performance of the investment grade segment of the California municipal bond market.,California Munis,iShares,0.25%,$0.30,3.07%,$235.30 ,2.2," 	14,166 ", 	(0.37),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
CNDA,IQ Canada Small Cap ETF,2010-03-23,ETF,IQ Canada Small Cap Index,The IQ Canada Small Cap Index is a market cap-weighted index that seeks to provide investors with a means of tracking the overall performance of the small capitalization sector of publicly traded companies domiciled and primarily listed on an exchange in Canada.,Foreign Small &amp; Mid Cap Equities,IndexIQ,0.69%,$0.87,4.11%,$15.90 ,0.8," 	2,990 ", 	(1.48),Equity,Small-Cap,,North America,36.59%,2.92%,2.91%,1.42%,30.93%,6.91%,1.53%,12.61%,0.00%,0.00%,2.51%,,,click,click,,,,,,,,,,,,,
